obj_ID,alpha,delta,u,g,r,i,z,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
1.23766E+18,215.1033658,42.61305705,21.12523,21.00909,20.83848,20.88476,20.92087,3699,301,2,166,9.57137E+18,QSO,1.264967,8501,57519,336
1.23766E+18,216.1498917,42.17512728,17.94968,17.49048,17.49306,17.3959,17.18486,3699,301,2,172,6.82307E+18,QSO,2.212808,6060,56074,430
1.23766E+18,133.6203925,55.78813825,24.63466,22.80591,20.90338,20.05313,21.3771,3600,301,2,26,8.30128E+18,QSO,1.769209,7373,56990,56
1.23767E+18,178.1567195,3.69565909,23.51331,22.37075,20.73977,19.79451,19.36628,5976,301,4,214,5.36499E+18,GALAXY,0.5144717,4765,55674,265
1.23766E+18,163.2534129,38.78753341,24.16762,22.8332,21.70428,20.5328,19.82061,4469,301,5,336,9.9318E+18,GALAXY,0.72263,8821,57731,849
1.23767E+18,261.6592359,37.06413941,26.3296,24.43271,21.90322,20.71292,19.96398,5327,301,4,56,1.20732E+19,GALAXY,0.6758071,10723,58287,743
1.23767E+18,262.8249857,34.79032919,23.50834,22.32467,20.69243,19.72178,19.2221,5327,301,4,72,5.62862E+18,GALAXY,0.525789,4999,55721,903
1.23768E+18,15.41774682,3.135994809,22.26584,21.75751,21.57318,21.47216,21.55293,7712,301,5,432,4.85391E+18,QSO,3.186703,4311,55506,570
1.23768E+18,332.2113532,23.09831998,22.80741,22.77673,20.55225,19.42554,18.68279,8110,301,2,60,6.70026E+18,GALAXY,0.4893745,5951,56102,105
1.23767E+18,138.9612901,20.38261491,19.27684,18.04085,17.59193,17.3949,17.21313,5080,301,5,173,2.57619E+18,GALAXY,0.01436533,2288,53699,465
1.23767E+18,173.3328005,29.61701448,22.25561,21.80162,20.67627,19.6013,19.20276,5061,301,4,382,2.49629E+18,QSO,4.254183,2217,53794,636
1.23766E+18,185.7366232,63.31125292,18.91437,17.23759,16.73623,16.44823,16.32502,2304,301,5,200,8.78308E+17,GALAXY,0.05851093,780,52370,384
1.23766E+18,222.0200323,57.74811703,20.03837,18.21196,17.38136,16.92971,16.64142,2304,301,5,323,8.90711E+17,GALAXY,0.1403229,791,52435,453
1.23767E+18,223.6238219,13.40088689,23.92061,22.1442,20.37145,19.27477,18.66179,5322,301,2,94,6.16786E+18,GALAXY,0.5562126,5478,56014,661
1.23767E+18,230.4237477,19.11743487,21.63034,21.30874,20.81144,19.99414,19.45011,4670,301,1,218,4.44184E+18,GALAXY,0.8036302,3945,55648,613
1.23768E+18,345.2454313,12.80712448,22.21963,20.47694,19.95351,19.47926,19.35357,7787,301,6,106,5.68131E+18,STAR,-0.00059333,5046,56243,72
1.23766E+18,129.8946243,25.22925868,22.78974,22.77757,22.45495,22.04186,21.32478,4335,301,3,130,1.08088E+19,GALAXY,0.8970218,9600,58106,649
1.23766E+18,130.2899074,25.39252705,22.06667,21.97673,21.79456,21.20898,20.4512,4335,301,3,132,1.08144E+19,GALAXY,1.026632,9605,58108,451
1.23767E+18,126.8335367,19.9740371,22.29575,19.5829,18.05213,17.44836,17.08275,6597,301,1,211,2.3453E+18,GALAXY,0.2861482,2083,53359,167
1.23767E+18,119.2534933,17.14880302,22.17158,21.6247,20.24036,19.20585,18.81051,6597,301,1,159,5.06118E+18,GALAXY,0.5811527,4495,55566,941
1.23766E+18,352.0497179,0.66193279,20.2313,18.41287,17.42535,16.91628,16.50938,4188,301,5,57,4.31382E+17,GALAXY,0.1062704,383,51818,589
1.23766E+18,257.9882379,28.66094523,23.27297,21.73629,20.7283,19.90209,19.45991,2328,301,3,144,5.62976E+18,GALAXY,0.523919,5000,55715,937
1.23768E+18,43.52549734,1.901283768,19.7947,19.52147,19.40443,19.25094,19.07117,7675,301,3,159,8.80349E+18,QSO,0.7091044,7819,57280,278
1.23766E+18,118.0128588,22.24558097,24.97588,23.27189,20.84936,19.75923,19.31347,3605,301,5,58,5.03619E+18,GALAXY,0.550513,4473,55589,157
1.23766E+18,237.5829362,33.62413447,23.7706,21.81487,20.84681,19.87724,19.43587,3926,301,4,77,5.59139E+18,GALAXY,0.5772992,4966,55712,608
1.23767E+18,147.3046533,16.50954678,23.63114,23.23775,22.04732,21.79151,21.71168,5935,301,5,207,1.07908E+19,GALAXY,0.8073461,9584,57786,496
1.23767E+18,244.0761962,62.45871566,20.69324,19.14515,18.55486,18.35799,18.2596,6122,301,4,87,2.88239E+18,STAR,-0.000205811,2560,54205,317
1.23768E+18,30.89727097,4.120494137,21.2826,21.53769,21.49849,21.05632,20.5811,7727,301,3,272,9.83607E+18,QSO,1.979766,8736,57400,740
1.23766E+18,116.8489388,27.50721053,22.01254,21.26714,21.25345,20.81564,20.81166,2864,301,6,58,1.16E+19,QSO,1.721393,10286,58084,167
1.23766E+18,119.2493723,29.85969048,21.4657,20.22876,20.19009,20.07016,20.11473,2864,301,6,79,4.22441E+18,STAR,0.000371425,3752,55236,124
1.23767E+18,258.1824786,40.68269691,18.95043,17.99775,17.76635,17.70034,17.67369,4682,301,2,221,5.6117E+18,STAR,-0.000752122,4984,55827,786
1.23767E+18,174.2228155,33.71253509,24.07605,22.29886,20.48733,19.31147,18.83587,4576,301,2,388,5.19735E+18,GALAXY,0.5785676,4616,55617,726
1.23765E+18,321.6249641,10.93879223,20.50638,18.57283,17.62893,17.20269,16.92626,1739,301,3,51,2.20684E+18,STAR,-2.35E-05,1960,53289,262
1.23765E+18,129.3301567,0.081998187,23.1504,22.03625,22.02777,21.85895,21.16055,1239,301,4,60,5.39653E+18,QSO,3.416578,4793,55648,347
1.23765E+18,44.57141103,-7.378508599,22.84308,20.8886,19.1384,18.44981,18.00465,1045,301,4,70,7.94796E+18,GALAXY,0.3587388,7059,56592,845
1.23765E+18,44.74268044,-7.480179368,19.63841,18.44614,17.6295,17.19907,16.90124,1045,301,4,71,5.14701E+17,GALAXY,0.1638504,457,51901,600
1.23768E+18,16.29035182,1.686853315,23.3173,19.74847,18.06369,17.47728,17.10786,7717,301,2,438,4.85382E+18,GALAXY,0.3234776,4311,55506,256
1.23766E+18,172.459111,38.94438092,18.81016,18.70766,18.69223,18.68359,18.67927,3900,301,3,310,2.24731E+18,QSO,1.412308,1996,53436,57
1.23766E+18,173.0906647,39.16726085,21.34994,20.54387,19.95661,19.89388,19.75166,3900,301,3,313,9.95748E+18,STAR,-0.000156447,8844,57424,78
1.23766E+18,182.5374151,39.67657046,19.90878,18.84456,18.43143,18.23407,18.1892,3900,301,3,362,2.77764E+18,STAR,8.24E-06,2467,54176,158
1.23768E+18,353.0819663,1.292944899,25.72678,21.96488,21.72571,21.91342,22.14652,7717,301,1,283,4.82122E+18,QSO,1.032584,4282,55507,420
1.23766E+18,350.3238643,0.701274688,22.56444,22.79817,21.84112,21.49649,20.96868,4188,301,5,45,1.03617E+19,GALAXY,0.9363973,9203,57692,147
1.23767E+18,235.696727,10.69711118,25.9284,21.56716,19.78777,19.00979,18.52473,5322,301,2,175,5.50125E+18,GALAXY,0.3900199,4886,55737,366
1.23767E+18,237.1770998,20.74739903,20.91253,20.30519,20.28182,20.17445,19.88342,4671,301,2,60,4.43165E+18,QSO,2.485667,3936,55302,392
1.23767E+18,6.500953042,7.032773234,23.46062,23.57078,21.52756,20.43673,19.75655,5641,301,2,40,1.27375E+19,GALAXY,0.6258501,11313,58426,695
1.23765E+18,179.2072942,-0.94848278,25.68145,22.5219,20.94734,19.58096,19.29709,756,301,1,423,4.32689E+18,GALAXY,0.6906956,3843,55278,209
1.23766E+18,192.87347,46.50096198,21.76082,21.21909,20.69801,20.225,20.16998,3699,301,2,58,8.34975E+18,GALAXY,0.410328,7416,56810,285
1.23766E+18,192.8789301,46.39952714,21.9542,21.32208,21.31974,21.25102,20.90254,3699,301,2,58,7.45134E+18,QSO,2.107451,6618,56401,505
1.23766E+18,192.8966552,46.44546252,19.5929,19.5622,19.74177,19.46623,19.27232,3699,301,2,58,8.35099E+18,QSO,2.054305,7417,56753,683
1.23766E+18,194.3395398,46.3301583,21.49844,21.39587,21.11309,21.09386,20.91694,3699,301,2,64,8.35105E+18,QSO,1.3311,7417,56753,924
1.23766E+18,207.8679075,44.40232307,21.34521,21.16505,20.86655,20.47511,20.20598,3699,301,2,129,9.43528E+18,QSO,1.429166,8380,57520,862
1.23766E+18,215.8261556,42.29933766,21.63553,21.35543,21.34403,21.11737,20.79453,3699,301,2,170,9.57132E+18,QSO,1.529422,8501,57519,162
1.23767E+18,126.693652,19.84519679,22.71394,20.60774,18.82162,18.17231,17.77381,6597,301,1,210,5.04745E+18,GALAXY,0.3479451,4483,55587,154
1.23767E+18,128.5302882,20.63793263,20.74068,18.68897,17.48579,16.9799,16.59987,6597,301,1,222,2.34526E+18,GALAXY,0.1744627,2083,53359,40
1.23767E+18,179.6195693,6.5529372,22.79803,22.07904,20.20573,19.11625,18.67102,5976,301,4,236,5.45748E+18,GALAXY,0.5662219,4847,55931,885
1.23766E+18,353.4634647,0.733687791,24.74961,23.58529,21.77692,20.59441,19.81211,4188,301,5,66,1.03313E+19,GALAXY,0.7394623,9176,58080,137
1.23766E+18,133.8823785,55.80781644,17.92633,16.71815,16.22034,15.91371,15.90901,3600,301,2,27,3.56589E+18,STAR,-0.00074639,3167,54822,587
1.24E+18,195.4992941,33.79397285,23.93152,23.73438,21.77575,20.67718,19.67783,4576,301,2,506,1.1543E+19,GALAXY,0.9243578,10252,58485,835
1.23766E+18,223.1922796,40.63491017,25.13885,23.99861,20.78667,19.75385,19.2354,3699,301,4,208,6.81515E+18,GALAXY,0.6570596,6053,56091,283
1.23768E+18,346.2862875,15.99722361,25.36689,22.62406,20.71526,19.8307,19.22357,7713,301,2,143,6.90639E+18,GALAXY,0.4636555,6134,56244,419
1.23768E+18,12.95294041,16.77437279,23.36954,21.68307,20.24771,19.38887,18.829,7713,301,2,313,6.98514E+18,GALAXY,0.485411,6204,56220,199
1.23768E+18,26.61685595,15.91405934,22.60401,20.18626,18.63543,18.03612,17.62044,7713,301,2,401,5.76816E+18,GALAXY,0.2891328,5123,55841,620
1.23768E+18,9.457466658,-2.212069001,24.3919,23.16033,21.61332,20.51538,19.78135,7778,301,4,380,8.85983E+18,GALAXY,1.513067,7869,57012,461
1.23768E+18,330.1833554,22.69274237,22.24188,23.08194,21.18566,20.16348,19.57219,8110,301,2,47,6.70137E+18,GALAXY,0.5331627,5952,56453,41
1.23767E+18,262.3544707,35.72438904,25.4007,22.37344,20.55461,19.6462,19.15312,5327,301,4,65,5.62389E+18,GALAXY,0.4403537,4995,55739,71
1.23766E+18,229.6550923,35.27867654,23.21673,20.85615,19.50888,18.28246,17.65994,3813,301,3,461,5.30996E+18,STAR,8.79E-05,4716,55738,770
1.23766E+18,156.9669997,41.3035921,24.98998,23.4433,22.0281,20.52018,19.66901,3813,301,3,89,9.41593E+18,STAR,-8.16E-05,8363,58140,111
1.23766E+18,229.5690833,53.65209933,21.6354,19.105,18.77004,18.71881,18.73385,2299,301,3,220,7.55823E+18,QSO,3.084693,6713,56402,236
1.23766E+18,122.7364881,36.19132985,21.91953,20.17323,19.68405,19.23448,18.793,2825,301,4,110,4.28E+18,GALAXY,0.1213636,3804,55267,336
1.23768E+18,6.353568121,1.433948084,24.49137,23.62609,23.10512,23.50208,22.57612,7717,301,1,372,1.05959E+19,GALAXY,0.8048706,9411,58070,65
1.23767E+18,180.9008735,16.80872816,22.30387,21.52447,21.5119,21.50108,21.50922,5360,301,2,229,6.58326E+18,QSO,2.246522,5847,56037,459
1.23768E+18,346.9888817,12.88789399,22.00903,20.86116,20.45321,20.13873,19.76738,7787,301,6,117,6.91982E+18,STAR,-0.000319237,6146,56265,155
1.23767E+18,217.7440669,15.57825215,18.95781,17.87722,17.54143,17.23686,17.11386,5322,301,5,54,3.09299E+18,GALAXY,0.08188505,2747,54233,533
1.23767E+18,200.8457232,34.69467076,20.56405,18.55092,17.42703,16.92861,16.57235,4552,301,5,187,2.27771E+18,GALAXY,0.145088,2023,53851,64
1.23767E+18,200.9854552,34.7894845,19.58174,18.47092,17.75918,17.37498,17.10762,4552,301,5,188,2.2777E+18,GALAXY,0.1438774,2023,53851,21
1.23767E+18,247.7417392,56.00243103,25.09075,23.1377,21.71148,20.35914,19.51959,5362,301,4,112,9.07932E+18,GALAXY,0.7723663,8064,58255,237
1.23767E+18,247.8168811,55.88039594,21.57763,21.44897,20.28251,19.48808,18.91866,5362,301,4,112,7.64281E+18,QSO,0.6180876,6788,56428,739
1.23767E+18,249.0120887,54.79317736,25.77404,23.81805,21.38669,20.32582,19.66908,5362,301,4,121,9.07612E+18,QSO,6.270037,8061,58253,877
1.23765E+18,129.0327144,49.492454,23.79647,22.7205,20.80541,19.85349,19.25561,1345,301,2,144,4.16253E+18,GALAXY,0.5404618,3697,55290,299
1.23765E+18,209.2138209,65.82327657,19.00383,18.12154,17.58921,17.18493,17.10181,1412,301,4,234,5.59582E+17,GALAXY,0.1898531,497,51989,37
1.23767E+18,241.7967494,10.85515507,22.45744,21.66855,19.94172,19.07472,18.74731,5317,301,3,123,5.85942E+18,GALAXY,0.5447863,5204,56036,859
1.23768E+18,44.38490172,1.874415638,22.25741,21.26571,20.89441,20.78709,20.72816,7675,301,3,165,8.80342E+18,QSO,2.652651,7819,57280,30
1.23766E+18,245.6096962,28.33406037,25.89109,22.36075,20.68242,19.40644,18.77891,3926,301,4,135,5.63743E+18,GALAXY,0.6913309,5007,55710,173
1.23766E+18,187.1309558,8.224597294,22.08527,20.74798,20.54215,20.62577,20.31014,3842,301,5,41,6.08228E+18,STAR,0.000288916,5402,55927,606
1.23767E+18,227.6559147,13.01907743,24.48731,22.84442,21.0095,19.89111,19.35857,5322,301,3,120,6.17358E+18,GALAXY,0.5613077,5483,56017,975
1.23766E+18,227.035697,39.15987686,19.87966,18.21347,17.20515,16.75627,16.423,3699,301,4,230,1.57402E+18,GALAXY,0.1336019,1398,53146,32
1.23766E+18,198.1546104,46.81546108,17.71734,16.68137,16.24741,16.00779,15.7859,3699,301,4,81,1.64505E+18,GALAXY,0.02759759,1461,53062,395
1.23766E+18,229.5751892,38.04891671,20.57989,18.67162,17.8555,17.44238,17.18852,3699,301,4,245,1.57635E+18,GALAXY,0.1566961,1400,53470,330
1.23766E+18,202.2073425,46.26239166,15.76661,14.41654,13.90791,13.65757,13.44083,3699,301,4,100,1.64725E+18,GALAXY,0.008739897,1463,53063,197
1.23766E+18,184.4160447,51.22690859,23.04612,22.29897,21.97082,21.63684,21.58331,2964,301,6,319,9.26186E+18,GALAXY,0.000340411,8226,57423,752
1.23767E+18,191.2789365,-1.46346502,20.99681,20.00751,19.76546,19.69018,19.60468,6005,301,4,154,3.29003E+18,STAR,0.000513342,2922,54612,558
1.23766E+18,179.6308191,39.49226281,20.5152,20.37539,20.21363,19.99037,19.94961,3900,301,3,347,2.22483E+18,QSO,1.61512,1976,53401,205
1.23766E+18,134.09511,33.46127397,26.56971,23.32861,21.91576,20.90436,19.92748,4516,301,1,66,1.15E+19,GALAXY,0.7655373,10238,58155,723
1.23766E+18,135.2338492,33.39534081,21.69982,20.86841,19.51214,18.8248,18.44893,4516,301,1,72,1.43225E+18,STAR,0.003566148,1272,52989,396
1.23767E+18,247.3636805,62.74302561,26.22324,21.89456,20.59042,19.91882,19.69269,6162,301,3,100,2.88235E+18,STAR,0.000132289,2560,54205,178
1.23768E+18,42.62924187,1.831169396,22.05549,22.08726,21.82881,21.90182,21.73522,7675,301,3,153,8.80352E+18,QSO,1.839519,7819,57280,394
1.23768E+18,43.71014233,1.795025243,20.6056,20.2611,20.01933,20.01694,19.8248,7675,301,3,160,8.80346E+18,QSO,0.8740864,7819,57280,186
1.23766E+18,259.2702238,26.98835575,24.62105,22.56194,21.14284,20.28877,19.93785,2328,301,3,158,5.63299E+18,GALAXY,0.5183166,5003,55715,417
1.23767E+18,318.8511427,5.539609188,22.34183,21.78514,21.41277,21.62515,21.12435,5640,301,4,88,1.27407E+19,QSO,0.8432403,11316,58396,113
1.23765E+18,132.1305902,51.82496159,20.49985,20.37725,20.38278,19.76785,20.02948,1331,301,3,190,8.21122E+18,QSO,1.792099,7293,56741,102
1.23765E+18,135.0463472,53.59702665,21.29894,20.61104,20.73951,20.75246,20.45098,1331,301,3,206,8.21E+18,QSO,2.44582,7288,57039,346
1.23765E+18,148.1200379,59.47162587,20.73047,20.12749,20.02123,20.01855,20.33373,1331,301,3,268,6.44E+18,STAR,0.000292903,5719,56014,306
1.23765E+18,123.7553204,45.43764222,24.07323,21.72562,20.37851,19.82998,19.60137,1331,301,3,133,8.25068E+18,STAR,-0.000686415,7328,56715,300
1.23767E+18,180.6933254,18.7065823,19.01556,17.87884,17.34068,16.96606,16.76678,5314,301,1,28,2.92182E+18,GALAXY,0.06854661,2595,54207,408
1.23765E+18,216.2634573,0.261872211,20.25312,18.17797,17.06662,16.58849,16.19923,756,301,4,671,3.43513E+17,GALAXY,0.1345518,305,51613,413
1.23766E+18,121.1205252,19.96152561,19.98723,18.30751,17.25881,16.78275,16.43478,4335,301,3,65,2.16413E+18,GALAXY,0.1426964,1922,53315,550
1.23765E+18,179.7187484,-2.244767777,22.17915,20.42571,20.16768,20.20595,20.02144,1140,301,4,179,4.25145E+18,QSO,2.961977,3776,55209,188
1.23766E+18,115.76111,50.19525918,25.72501,23.33445,21.88865,20.50816,19.61195,4264,301,5,94,9.35412E+18,STAR,7.16E-05,8308,57417,515
1.23768E+18,345.6258503,1.727793479,20.42586,20.56546,20.14095,20.04505,20.1881,7717,301,2,233,1.0328E+19,QSO,1.247121,9173,58069,611
1.23765E+18,211.4469712,65.52454366,19.30644,17.53021,16.7966,16.41963,16.15879,1412,301,4,240,5.60831E+17,GALAXY,0.03178064,498,51984,483
1.23765E+18,137.2529085,58.74175044,19.95254,18.11506,17.04114,16.56686,16.18129,1412,301,4,18,5.45063E+17,GALAXY,0.1350949,484,51907,463
1.23768E+18,13.86739159,3.670193841,21.06157,20.79873,20.75358,20.62082,20.52836,7712,301,6,422,9.8551E+18,QSO,1.91824,8753,57373,347
1.23768E+18,15.60971639,4.075369617,22.45352,23.04309,22.21659,20.60607,19.94843,7718,301,1,93,9.85501E+18,GALAXY,0.5261329,8753,57373,11
1.23766E+18,234.0301426,34.74284817,24.27094,23.12413,21.53668,21.2735,21.01567,3926,301,2,57,5.60033E+18,QSO,4.150959,4974,56038,373
1.23768E+18,330.8116245,2.308447157,22.16833,22.11172,21.78726,21.84303,21.18559,7712,301,4,134,1.03202E+19,QSO,0.9088884,9166,58051,753
1.23766E+18,213.6439205,51.27603341,24.4207,22.06115,20.21202,19.32441,18.85966,3180,301,3,67,7.59102E+18,GALAXY,0.4910066,6742,56415,734
1.23766E+18,144.5049922,34.67894615,19.03877,18.16185,17.9337,17.71903,17.60598,3647,301,3,51,1.79475E+18,GALAXY,0.07952199,1594,52992,227
1.23766E+18,163.7427363,40.36602557,18.96512,17.75551,17.02679,16.64201,16.39872,3647,301,3,159,1.61571E+18,GALAXY,0.1413229,1435,52996,173
1.23767E+18,181.313763,32.74292262,25.48213,24.32078,21.19533,20.17801,19.51229,4599,301,4,80,1.15699E+19,QSO,1.262239,10276,58225,493
1.23767E+18,242.9507034,8.986122794,25.76362,22.41525,20.61165,19.70672,19.30331,5322,301,2,224,5.86042E+18,GALAXY,0.5261192,5205,56040,411
1.23767E+18,135.4874386,13.31515615,22.99922,20.66851,20.05412,19.94334,20.07413,5935,301,4,128,5.96516E+18,QSO,1.465283,5298,55979,502
1.23766E+18,350.401336,0.838862401,22.76675,21.10328,19.61364,19.1081,18.925,4188,301,5,46,4.74027E+18,GALAXY,0.3438929,4210,55444,838
1.23766E+18,226.9858207,-2.623996763,22.78104,21.27436,19.21648,18.50447,18.04354,2379,301,2,119,4.52283E+18,GALAXY,0.3242247,4017,55329,323
1.23765E+18,145.7044683,58.66000149,17.94241,16.87238,16.55657,16.47142,16.4209,1331,301,3,258,5.09076E+17,STAR,-4.04E-05,452,51911,616
1.23768E+18,317.2974598,-1.265567936,20.92071,20.82251,20.57573,20.5721,20.86797,7778,301,4,31,1.02897E+19,QSO,1.090707,9139,58038,488
1.23767E+18,158.2318594,18.42838928,18.92219,17.70681,17.03481,16.64744,16.3639,5935,301,5,278,2.91957E+18,GALAXY,0.1134236,2593,54175,391
1.23767E+18,126.6254766,11.32842287,17.94556,16.54889,15.99568,15.67083,15.473,5935,301,5,69,2.72822E+18,GALAXY,0.04335606,2423,54149,582
1.23766E+18,230.6110466,39.73386321,25.54094,21.72996,20.13172,19.1195,18.88001,2964,301,3,544,5.60606E+18,GALAXY,0.56986,4979,56045,757
1.23766E+18,128.2143848,33.00302987,21.39959,20.90852,20.39802,19.65114,19.37199,2964,301,3,24,5.00126E+18,GALAXY,0.6707326,4442,55532,49
1.23766E+18,133.649101,36.57188528,21.7689,21.0145,20.21368,19.42003,19.11882,2964,301,3,62,5.18928E+18,QSO,0.5789433,4609,56251,9
1.23767E+18,39.52871181,26.10475995,22.44336,19.97248,19.11959,18.80346,18.64572,5817,301,2,130,2.7012E+18,STAR,-0.00015733,2399,53764,605
1.23765E+18,246.7534813,46.94979016,21.21091,20.22963,20.11371,20.13015,19.80049,2207,301,1,41,7.11806E+18,QSO,2.665428,6322,56190,436
1.23765E+18,247.2381743,46.4139649,21.60685,21.01922,20.60138,20.07684,19.79429,2207,301,1,45,9.61767E+18,QSO,1.808758,8542,57933,831
1.23765E+18,251.887847,41.07417681,24.09087,23.1409,21.57335,20.20818,19.51276,2207,301,1,88,9.60409E+18,STAR,-9.77E-05,8530,58016,598
1.23766E+18,141.2270237,8.570408654,24.00554,22.17432,21.57231,21.47293,21.41906,3630,301,2,165,5.9775E+18,QSO,3.12708,5309,55929,348
1.23765E+18,185.0494799,5.367074349,19.21266,18.14599,17.65352,17.25064,17.14639,2126,301,4,439,9.50422E+17,GALAXY,0.1074807,844,52378,591
